,본문,명사
253,플로빙 제주 한림항 월요일 새벽 버디님과 통화를 하던 중에 한림항으로 산책을 나간 버디님이 쓰레기 무덤으로 변해버린 바다를 발견했고 바로 전달받은 사진 속 항구는 너무 심각한 상황이었다 한두 명이 해결할 수 있는 일이 아니라서 당장 첫 비행기를 끊고 시간 쪽잠을 자며 제주에 도착했다 오전은 쓰레기를 줍기 위한 절차를 해결하고 의 힘을 얻어 플로버들을 모았다 대체휴일이지만 월요일이었고 갑작스럽게 벌어진 일이라 많이 오시지 못해도 괜찮다고 안되면 우리끼리라도 하자고 이야기했는데 감사하게도 명 남짓한 인원이 모였다 쓰레기로 가득 찬 한림항은 영상으로만 보던 해외의 쓰레기 바다와 별반 다르지 않다 퍼내고 퍼내도 계속 나오는 각종 어업 생활 쓰레기는 이미 썩어서 악취를 풍기고 바다는 흙탕물처럼 탁하게 오염되어 있었다 쓰레기 사이사이에 어찌 죽었는지 알 수 없는 물살이와 고양이 시체들이 떠 있다 주변에서는 보지 말라고 말렸지만 나는 봐야만 했다 참혹하고 가슴이 찢어져도 똑바로 보지 않으면 앞으로 나아갈 수 없다 죽은 시체는 하나도 무섭지 않다 이들을 이렇게 죽음으로 내몰아 버리는 환경이 사회가 그 속에 속해 있는 내가 나는 더 무섭다 쓰레기를 주우며 많은 죽은 것들과 죽어가는 것들을 보았지만 오늘 이곳은 죽음과 가장 가까운 바다였다 끊임없이 밀려오는 쓰레기 앞에서 당장 눈앞의 죽음에 애도할 시간도 없었다 묻힐 곳 하나 만들어 주지 못하고 보내버린 이들이 머릿속에 아른거리지만 이런 생각도 사치라고 여겨질 만큼 쓰레기는 줄어들지 않는다 갑작스러운 플로빙 일정에도 제주 곳곳에서 플로버들이 모여 쓰레기를 담는다 끝이 없는 쓰레기와 몸을 뒤덮는 악취 앞에서 모두 지치고 힘들었을 텐데 오염된 물에 발을 담가도 웃으며 자신의 일을 다해간다 플로빙이 끝나고 바라본 바다는 햇살이 부서져 황홀하게 빛난다 다이버들은 빛나는 바다로 들어가 쓰레기로부터 지친 몸과 마음을 다시 바다에게서 치유받는다 죽음과 가까운 바다 반대편에는 이렇게 살아있는 바다가 있다 삶도 죽음도 어느 것 하나 외면할 수 없다면 살아가는 동안 둘 다 소중히 하고 싶다 이름 없는 작은 생들이 먼저 도착한 그곳은 억압도 고통도 없는 그런 곳이기를 그곳에서 마음껏 뛰어놀고 자유롭게 헤엄치길플로빙,"['플로', '빙', '제주', '한림', '항', '월요일', '새벽', '버디', '통화', '중', '한림', '항', '산책', '버디', '쓰레기', '무덤', '바다', '발견', '바로', '전달', '사진', '속', '항구', '상황', '명', '해결', '수', '당장', '첫', '비행기', '시간', '쪽잠', '제주', '도착', '오전', '쓰레기', '위', '절차', '해결', '의', '힘', '플로', '버들', '대체휴일', '월요일', '일이', '오시', '우리', '끼리', '하자', '이야기', '명', '인원', '쓰레기', '가득', '찬', '한림', '항', '영상', '해외', '쓰레기', '바다', '별반', '계속', '각종', '어업', '생활', '쓰레기', '악취', '풍기', '바다', '흙탕물', '오염', '쓰레기', '사이사이', '어찌', '알', '수', '물살', '고양이', '시체', '주변', '보지', '말', '나', '가슴', '똑바로', '보지', '앞', '수', '시체', '하나', '이', '죽음', '내', '환경', '사회', '그', '속', '해', '내', '나', '더', '쓰레기', '주우', '것', '것', '오늘', '곳', '죽음', '가장', '바다', '쓰레기', '앞', '당장', '눈앞', '죽음', '애도', '시간', '곳', '하나', '주지', '못', '보', '이', '머릿속', '생각', '사치', '만큼', '쓰레기', '플로', '빙', '일정', '제주', '곳곳', '플로', '버들', '쓰레기', '끝', '쓰레기', '몸', '뒤', '악취', '앞', '모두', '오염', '물', '발', '자신', '일', '다해', '간다', '플로', '빙', '바다', '햇살', '버들', '바다로', '쓰레기', '로부터', '몸', '마음', '다시', '바다', '치유', '죽음', '바다', '반대편', '바다', '죽음', '것', '하나', '외면', '수', '동안', '둘', '이름', '생', '먼저', '도착', '곳', '억압', '고통', '곳', '이기', '곳', '마음껏', '헤엄', '플로', '빙']"
254,우리 두번째 기록 안녕하세요 비점오염 서포터즈 기 우리 입니다 이번에는 코엑스에서 열린 전시회에서 비점오염 을 알리기 위한 오프라인 홍보 활동이 이루어졌습니다 비점오염을 얼마큼 알고있을지 스티커판을 이용하여 시민들의 인식을 알아보았는데요 비점오염에 대한 인식이 아직 부족합니다 앞으로 더 많은 사람들이 비점오염이 무엇인지 알고 예방할 수 있도록 저희 우리 팀이 더욱 노력하겠습니다 많은 관심과 응원 부탁드려요 좋아요와 댓글 달아주시면 감사하겠습니다 유튜브 우리 검색 인스타그램 블로그 대외활동 대외활동맞팔 대외활동선팔맞팔 환경보전협회 환경부 비점오염 비점오염예방 비점오염예방서포터즈 좋아요 구독 우리대외활동 대외활동맞팔 대외활동선팔맞팔 환경보전협회 환경부 비점오염 비점오염예방 비점오염예방서포터즈 좋아요 구독 우리,"['우리', '두번째', '기록', '비점', '오염', '서포터즈', '기', '우리', '이번', '코엑스', '전시회', '비점', '오염', '위', '오프라인', '홍보', '활동', '비점', '오염', '얼마', '스티커', '판', '이용', '시민', '인식', '비점', '오염', '대한', '인식', '앞', '더', '사람', '비점', '오염', '무엇', '알', '예방', '수', '저희', '우리', '팀', '더욱', '노력', '관심', '응원', '댓글', '유튜브', '우리', '검색', '인스타그램', '블로그', '대외', '활동', '대외', '활동', '맞팔', '대외', '활동', '선팔', '맞팔', '환경보전', '협회', '환경부', '비점', '오염', '비점', '오염', '예방', '비점', '오염', '예방', '서포터즈', '구독', '우리', '대외', '활동', '대외', '활동', '맞팔', '대외', '활동', '선팔', '맞팔', '환경보전', '협회', '환경부', '비점', '오염', '비점', '오염', '예방', '비점', '오염', '예방', '서포터즈', '구독', '우리']"
255,괭이갈매기 서천 장항송림산림욕장 새 새사진 자연 야생동물 괭이갈매기 갈매기 환경오염새 새사진 자연 야생동물 괭이갈매기 갈매기 환경오염,"['괭이갈매기', '서천', '장항', '송림', '산림', '욕', '새', '사진', '자연', '야생동물', '괭이갈매기', '갈매기', '환경오염', '새', '사진', '자연', '야생동물', '괭이갈매기', '갈매기', '환경오염']"
256,파루 태양광 양축트랙커라고 도 회전 한다고 하네요처음보는 태양광패널이에요,"['파루', '태양광', '양축', '트랙', '도', '회전', '처음', '태양광', '패널']"
257,대한지질학회 학생기자단 인터뷰 편 고려대학교 환경지구미생물학연구실 권만재 교수님 인터뷰입니다 취재 대한지질학회 학생기자단 기 민하은 정민지매주 화요일 대한지질학회 학생기자단의 기사가 카드뉴스 형태로 업로드되고 있습니다 대한지질학회 공식블로그로 오시면 더 자세한 내용을 확인하실 수 있습니다 대한지질학회 대한지질학회학생기자단 대한지질학회학생기자단 기 고려대학교 지구환경과학과 지질환경 환경지구미생물학연구실 권만재 권만재교수님 고려대 환경지질학 활성단층 미생물 환경오염 오염저감 지질학 지질학과 지질학전공 지질과학과 지질환경과학과 지구과학교육과 지구시스템학과대한지질학회 대한지질학회학생기자단 대한지질학회학생기자단 기 고려대학교 지구환경과학과 지질환경 환경지구미생물학연구실 권만재 권만재교수님 고려대 환경지질학 활성단층 미생물 환경오염 오염저감 지질학 지질학과 지질학전공 지질과학과 지질환경과학과 지구과학교육과 지구시스템학과,"['지질', '학회', '학생', '자단', '인터뷰', '편', '고려대학교', '환경', '지구', '미생물학', '연구실', '권', '재', '교수', '인터뷰', '취재', '지질', '학회', '학생', '자단', '기', '민하은', '정민지', '화요일', '지질', '학회', '학생', '자단', '기사', '카드', '뉴스', '형태', '업로드', '지질', '학회', '공식', '블로그', '오시', '더', '내용', '확인', '수', '지질', '학회', '지질', '학회', '학생', '자단', '지질', '학회', '학생', '자단', '기', '고려대학교', '환경과학', '지질', '환경', '환경', '지구', '미생물학', '연구실', '권', '재', '권', '재', '교수', '고려대', '환경', '지질학', '활', '단층', '미생물', '환경오염', '오염', '감', '지질학', '지질학', '지질학', '전공', '지질', '과학', '지질', '환경과학', '지구과학', '교육', '시스템', '학과', '지질', '학회', '지질', '학회', '학생', '자단', '지질', '학회', '학생', '자단', '기', '고려대학교', '환경과학', '지질', '환경', '환경', '지구', '미생물학', '연구실', '권', '재', '권', '재', '교수', '고려대', '환경', '지질학', '활', '단층', '미생물', '환경오염', '오염', '감', '지질학', '지질학', '지질학', '전공', '지질', '과학', '지질', '환경과학', '지구과학', '교육', '지구', '시스템', '학과']"
258,제로웨이스트는 처음인데요 소일작가님 의 책 제로웨이스트는처음인데요 의 일부 내용이에요 몇 장 넘기자마자 뜨끔했던 부분 작가님 제 얘기를 쓰셨군요 집에 온갖 물건이 많은 맥시멀시스트 가 생각한 제로웨이스트 는 그저 쓰레기를 줄이고 다회용품 사용 제대로된 분리배출 정도인데 생각보다 일회용품 대신 다회용품으로 바꿔서 사용할 수 있는 방법이 많더라구요 일회용품이 편해서 자주 사용하긴 하지만 버릴 때마다 뜨끔 하고 반성은 안하는 사람 쓰레기를 으로 만드는 것은 어차피 불가능하고 에서 로 만드는 노력만해도 좋다고 하는데 오늘부터 하나씩 해봐야겠어요소일작가님 제로웨이스트는처음인데요 맥시멀시스트 제로웨이스트,"['제로', '웨', '이스트', '처음', '요', '작가', '의', '책', '제로', '웨', '이스트', '처음', '요', '의', '일부', '내용', '몇', '장', '부분', '작가', '제', '얘기', '집', '온갖', '물건', '맥시멀', '시스', '트', '생각', '제로', '웨', '이스트', '쓰레기', '줄', '회', '용품', '사용', '제대로', '분리', '배출', '정도', '생각', '일회용품', '대신', '회', '용품', '사용', '수', '방법', '일회용품', '자주', '사용', '때', '반성은', '사람', '쓰레기', '것', '어차피', '로', '노력', '만해', '오늘', '하나', '작가', '제로', '웨', '이스트', '처음', '요', '맥시멀', '시스', '트', '제로', '웨', '이스트']"
259,회용 봉투 대신 장바구니 이용해요 광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요,"['회용', '봉투', '대신', '장바구니', '이용', '광주시', '장바구니', '사용', '인증샷', '이벤트', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해', '광주시', '장바구니', '사용', '인증샷', '이벤트', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해']"
260,오늘도 꽃집그냥 지나치지 못했다꽃과 함께 집으로 오는 길에 비가 쏟아지기 시작했다쏴아하는 비소리 넘어 어디선가 아이들이 까르륵 거리는 소리가 들렸다멀리보니 우산이 없는 세쯤 되는 아이와 세쯤 되는 아이가 어린이집 하원길에 비를 맞고 엄청 행복해한다 그 옆 엄마는 웃지 않는다 아이들 씻길 걱정하나 감기걸릴까 걱정하나 얼마 전까지 황사와 미세먼지 때문에 마스크를 썼는데 지금은 코로나 로 인해 모든 사람이 마스크를 쓴다이러다가 마스크를 벗지 못하는 세상이 계속되는건 아닐까 비맞고 좋아하는 저 어린 아이들의 미래가 걱정된다 나의 미래도 망원동 코로나 기후위기 환경오염꽃집그냥 망원동 코로나 기후위기 환경오염,"['오늘', '꽃집', '그냥', '꽃', '집', '길', '비', '시작', '비', '소리', '어디', '선', '아이', '까르륵', '거리', '소리', '멀리', '우산', '쯤', '아이', '쯤', '아이', '어린이집', '하원', '길', '비', '그', '옆', '엄마', '아이', '걱정', '하나', '감기', '걱정', '하나', '얼마', '전', '황사', '미세먼지', '때문', '마스크', '지금', '코로나', '로', '모든', '사람', '마스크', '마스크', '세상', '계속', '비', '저', '아이', '미래', '걱정', '나', '미래', '망원동', '코로나', '기후', '위기', '환경오염', '꽃집', '그냥', '망원동', '코로나', '기후', '위기', '환경오염']"
261,제로웨이스트라이프수돗물을 마시는것 만으로도환경보호를 할 수 있다는거 알고 계신가요 미국에서 생수 페트병을 만드는데매년 석유 만 배럴이 쓰이고 있습니다 연구소의 조사에 따르면바르셀로나 인구가 생수만 마신다고 가정할때생수 추출 가공 과정에서 해마다생물 종이 멸종한다는 결론을 얻었다고 합니다 생태계에 미치는 영향은 생수가수돗물보다 무려 배나 크다고 해요 수돗물을 음용할때는 탄소 발생량이 당 만 발생되는 것에 비해생수를 마실때는 배가 많은 정수기는 배 많은 이 발생된다고 합니다 수돗물을 마시는것만으로도 환경보호에 큰 도움이 되겠죠 한국의 수질지수는 개국 중에 위 검사항목은 가지로 일본 호주 캐나다보다더 많은 영역을 검사하고 있습니다 집에서 나오는 수돗물 수질이 불안하다면전문수질검사원의 가정방문 수질검사를 이용해보세요 무료로 진행되며 물사랑 홈페이지에서 신청할 수 있습니다 또 마이워터 국가상수도시스템에서동네수질을 확인할수 있습니다 수돗물을 마시기로 가장 쉬운 환경보호를 실천해보세요 저는 개인적으로 물을 끓여마시는걸 좋아하는데요 여름에는 유칼립투스 를 겨울에는 연잎차를 끓여마시고 있어요 수돗물 음용으로 제로웨이스트 함께해요 자세한 포스팅은 블로그를 참고해주세요 환경보호 미니멀라이프 미니멀라이프도전 환경오염 환경오염줄이기 제로플라스틱 세컨핸드샵 패션스타그램 빈티지샵 수돗물가치인플루언서제로웨이스트라이프수돗물을 제로웨이스트 환경보호 미니멀라이프 미니멀라이프도전 환경오염 환경오염줄이기 제로플라스틱 세컨핸드샵 패션스타그램 빈티지샵 수돗물가치인플루언서,"['제로', '웨이', '스트라이프', '수돗물', '만', '환경보호', '수', '알', '미국', '생수', '페트병', '매년', '석유', '만', '배럴', '연구소', '조사', '바르셀로나', '인구', '생수', '가정', '때', '생수', '추출', '가공', '과정', '생물', '종이', '멸종', '결론', '생태계', '영향', '생수', '수돗물', '무려', '배', '해', '수돗물', '음', '때', '탄소', '발생량', '당', '만', '발생', '것', '생수', '때', '배', '정수기', '배', '이', '발생', '수돗물', '환경보호', '도움', '한국', '수질', '지수', '개국', '중', '위', '검사', '항목', '가지', '일본', '호주', '캐나다', '더', '영역', '검사', '집', '수돗물', '수질', '전문', '수질검사', '가정방문', '수질검사', '이용', '무료', '진행', '물', '사랑', '홈페이지', '신청', '수', '또', '마이', '워터', '국가', '상수도', '시스템', '동네', '수질', '확인', '수돗물', '마시기', '가장', '환경보호', '실천', '저', '개인', '물', '여름', '유칼립투스', '를', '겨울', '연잎', '차', '수돗물', '음용', '제로', '웨', '이스트', '해', '포스팅', '블로그', '참고', '환경보호', '미니', '라이프', '미니', '라이프', '도전', '환경오염', '환경오염', '제로', '플라스틱', '컨', '핸드', '패션', '스타', '그램', '빈티', '샵', '수돗물', '가치', '플루', '제로', '웨이', '스트라이프', '수돗물', '제로', '웨', '이스트', '환경보호', '미니', '라이프', '미니', '라이프', '도전', '환경오염', '환경오염', '제로', '플라스틱', '컨', '핸드', '패션', '스타', '그램', '빈티', '샵', '수돗물', '가치', '플루']"
262,착해가지구 플라스틱 재활용 환경오염 재활용상점 제로웨이스트샵 자원순환가게이전에 자주가던 카페가 폐업을하고새로운 가게가 생겼다 전부터 가보고싶었는데갈때마다 문이닫혀서 어떤가게일까 많이궁금했었다오늘은 볼일을보고 돌아오는길에 문이열려있어서 구경을하고왔다취지가 너무 훌륭하다라고 느꼈다나는 우리나란 플라스틱쓰레기를 많이배출하는나라라가나름생각을해왔다실제로 바다도플라스틱쓰레기가많아지고가면갈수록 매립을할곳도 적어지고 플라스틱이포화가 되었다고느껴진다그래서그런지 플라스틱쓰레기를버릴땐 세척후에 라벨을제거해서내가버린쓰레기가 재활용이되었므면좋겠다 라고생각을한다하지만 일일히 노동자가 수작업으로 분류를해서우리가 제대로 버리지않으면 결국쓰레기로되는 아쉬운현실 ㅜㅜ이가게를들르고 어떤가게인지 설명을듣게되었다플라스틱을 배출할때 이곳에서 단위로 판매를할수있고 직접분리수거를할수있다또한 소량의 판매수익도얻을수있다다음엔 이곳에서 판매를해봐야겠다 층엔 재활용소품들도 있었다오늘은 리코타치즈나 마스카포네치즈를만들때 유용한 면보와씹는치약을 구매커피찌꺼기 커피박 으로 연필이나 화분등으로 재탄생이되고나무소품이나 면제품등을 여러구경해봤다다음엔 유리나 스테인레스빨대를써보는것도괜찮을것같다저자극약산성비누도 궁금할거같고호기심이 가득생기는가게다 다음에 다시들려봐야지착해가지구 플라스틱 재활용 환경오염 재활용상점 제로웨이스트샵 자원순환가게이전에,"['플라스틱', '재활용', '환경오염', '재활용', '상점', '제로', '웨', '이스트', '자원', '환가', '이전', '자주', '카페', '폐업', '가게', '전', '때', '문', '가게', '늘', '볼일', '보고', '길', '문', '구경', '취지', '우리', '란', '플라스틱', '쓰레기', '배출', '나라', '라가', '나름', '생각', '실제', '바다', '플라스틱', '쓰레기', '갈수록', '매립', '곳도', '플라스틱', '포화', '플라스틱', '쓰레기', '땐', '척후', '라벨', '제거', '쓰레기', '재활용', '므', '생각', '일일', '노동자', '작업', '분류', '우리', '제대로', '쓰레기', '로되', '현실', '가게', '가게', '설명', '플라스틱', '배출', '때', '곳', '단위', '판매', '직접', '분리수거', '또한', '소량', '판매', '수익', '다음', '곳', '판매', '층', '재활용', '소품', '늘', '리코', '치즈', '마스', '카포네', '치즈', '때', '면보', '치약', '구매', '커피', '찌꺼기', '커피', '박', '연필', '화분', '등', '재탄생', '나무', '소품', '면', '제품', '등', '구경', '다음', '유리나', '스테인레스', '빨대', '자극', '산성', '비누', '호기심', '가득', '가게', '다음', '다시', '플라스틱', '재활용', '환경오염', '재활용', '상점', '제로', '웨', '이스트', '자원', '환가', '이전']"
263,나는누구일까요바다의 천연기념물 제 이름은 점박이물범 이에요 동그란 머리와 큰 눈망울 오동통한 몸에 귀여운 얼굴을 가진 저는이름처럼 검은색의 불규칙한 반점 무늬가 몸 전체에 퍼져 있어요 저는 멸종위기 야생생물 등급이자 천연기념물 제 호로 지정된 해양보호생물이에요 한국에서 발견할 수 있는 유일한 해양포유동물이랍니다 점박이물범의 이야기 한 번 들어보실래요 표준을 준수하는 어업은환경영향을 최소화한다는 원칙에 따라멸종 위기 생물들을 보호하기 위해폐그물 분실을 관리하는 방안을 마련하고 있습니다 점박이물범이 살아가는 건강한 바다 함께 지켜 주실 거죠 지속가능어업 함께지켜요 천연기념물 점박이물범 물범 바다생물이야기 해양관리협의회 지속가능성 건강한바다 오늘바다 에코라벨 인증 해양생물 바다생물 해양환경 해양보호 해양자원보호 멸종위기 멸종위기종 환경오염 해양오염나는누구일까요바다의 지속가능어업 함께지켜요 천연기념물 점박이물범 물범 바다생물이야기 해양관리협의회 지속가능성 건강한바다 오늘바다 에코라벨 인증 해양생물 바다생물 해양환경 해양보호 해양자원보호 멸종위기 멸종위기종 환경오염 해양오염,"['나', '누구', '요', '바다', '천연기념물', '제', '이름', '점박이물범', '머리', '눈망울', '몸', '얼굴', '저', '이름', '검은색', '반점', '무늬', '몸', '전체', '저', '멸종위기', '야생', '생물', '등급', '이자', '천연기념물', '제', '호로', '지정', '해양', '보호', '생물', '한국', '발견', '수', '해양', '포유동물', '랍니', '점박이물범', '이야기', '번', '표준', '준수', '어업', '환경', '영향', '최소', '원칙', '멸종', '위기', '생물', '보호', '위해', '폐', '그물', '분실', '관리', '방안', '마련', '점박이물범', '바다', '거', '가능', '어업', '천연기념물', '점박이물범', '물범', '바다', '생물', '이야기', '해양', '관리', '협의', '회', '지속가능성', '바다', '오늘', '바다', '에코', '라벨', '인증', '해양', '생물', '바다', '생물', '해양', '환경', '해양', '보호', '해양', '자원', '보호', '멸종위기', '멸종위기종', '환경오염', '해양오염', '나', '누구', '요', '바다', '가능', '어업', '천연기념물', '점박이물범', '물범', '바다', '생물', '이야기', '해양', '관리', '협의', '회', '지속가능성', '바다', '오늘', '바다', '에코', '라벨', '인증', '해양', '생물', '바다', '생물', '해양', '환경', '해양', '보호', '해양', '자원', '보호', '멸종위기', '멸종위기종', '환경오염', '해양오염']"
264,녹녹의 초록한 환경뉴스 환경을 지키는 간헐적 채식 채식 이 환경오염을 줄일 수 있다 과도한 육류 소비를 줄이면 인당 연간 이상의 이산화탄소 감축 효과가 발생된다는 사실 우리 모두 육류 소비를 줄이고 일주일에 한 번 간헐적 채식 을 통해 환경과 우리의 건강까지 챙겨보는 것이 어떨가요 우바세챌린지 우리가바꾸는세상우바세챌린지 우리가바꾸는세상,"['녹녹', '초록', '환경', '뉴스', '환경', '간', '적', '채식', '채식', '이', '환경오염', '수', '과도', '육류', '소비', '연간', '이상', '이산화탄소', '감축', '효과', '발생', '사실', '우리', '모두', '육류', '소비', '줄', '일주일', '번', '간', '적', '채식', '통해', '환경', '우리', '건강', '것', '가요', '바세', '린지', '우리', '상우', '바세', '린지', '우리', '세상']"
265,오늘도 난 장바구니와 함께마트를 횡단중 오늘저녁은 뭘 해야하나 광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요,"['오늘', '난', '장바구니', '마트', '횡단중', '오늘', '저녁', '뭘', '광주시', '장바구니', '사용', '인증샷', '이벤트', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해', '광주시', '장바구니', '사용', '인증샷', '이벤트', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해']"
266,일시장안에 새로운 변화시장에 무인점포가 사장님 급한일 있으셨나 ㅎ 데비마이어그린백 챙겨가서 아오리 사과 담기 장바구니 들고 시장보기 광주시청 인증샷 회용 봉투 대신 장바구니 이용해요 광주시와함께 장바구니 사용해요 인증샷이벤트 말바우시장 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요 광주시와함께해요데비마이어그린백 광주시와함께 장바구니 사용해요 인증샷이벤트 말바우시장 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요 광주시와함께해요,"['장안', '변화', '시장', '무인', '점포', '사장', '급', '한일', '데비', '마이어', '그린백', '오리', '사과', '장바구니', '장보기', '광주', '시청', '인증샷', '회용', '봉투', '대신', '장바구니', '이용', '광주시', '장바구니', '사용', '인증샷', '이벤트', '말바', '우시', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해', '광주시', '해', '데비', '마이어', '그린백', '광주시', '장바구니', '사용', '인증샷', '이벤트', '말바', '우시', '광주시', '광주', '시청', '크리', '인증샷', '이벤트', '이벤트', '회', '용품', '회용', '봉투', '환경', '보호', '인스타그램', '이벤트', '환경오염', '자연', '일회용', '봉투', '일회용품', '장바구니', '해', '광주시', '해']"
267,안녕하세요 그린패키지솔루션입니다 오늘은 플라스틱과 친환경 패키지의 차이점은 뭘까 라는 주제로 여러분께 이야기해드리려 하는데요 최근 환경오염의 심각성에 대한 이슈가 대두화되면서 플라스틱과 친환경 패키지에 대해 관심을 가지고 계신 분들이 많으실 것 같아요 그런데 여러분 플라스틱과 친환경 패키지의 차이점이 무엇인지 제대로 알고 계셨나요 최근 코로나 의 장기화 인 세대 가구 증가 등으로 인해 배달음식이나 새벽배송에 대한 수요가 높아지면서 이로 인한 환경오염 또한 심각해지고 있는 상황인데요 플라스틱이 우리 환경에 좋지 않은 영향을 미친다는 사실을 모두 알고 있기는 하지만 플라스틱이 정확히 우리 환경에 어떤 영향을 미쳐 오염을 유발하는지에 대해서는 알지 못하고 계신 분들이 더 많은 것 같은데요 그렇다면 지금부터 플라스틱의 문제점은 무엇인지 그리고 친환경 패키지의 중요성에 대해 다함께 알아보도록 할까요 더 많은 내용이 궁금하다면 그린패키지솔루션 공식 블로그로 친환경 필환경 환경용어 플라스틱 미세플라스틱 제로웨이스트 탄소중립 플로깅 녹색제품 그린뉴딜 그린패키지솔루션 식스아웃 환경보존 환경오염 플라스틱아웃 노플라스틱 분리배출 비건 채식주의 환경오염 그린서포터즈 대학생서포터즈친환경 필환경 환경용어 플라스틱 미세플라스틱 제로웨이스트 탄소중립 플로깅 녹색제품 그린뉴딜 그린패키지솔루션 식스아웃 환경보존 환경오염 플라스틱아웃 노플라스틱 분리배출 비건 채식주의 환경오염 그린서포터즈 대학생서포터즈,"['그린', '패키지', '솔루션', '오늘', '플라스틱', '친환경', '패키지', '차이점', '뭘', '주제', '여러분', '이야기', '최근', '환경오염', '심각', '대한', '이슈', '대두', '플라스틱', '친환경', '패키지', '대해', '관심', '가지', '분', '것', '여러분', '플라스틱', '친환경', '패키지', '차이점', '무엇', '제대로', '알', '최근', '코로나', '의', '장기', '인', '세대', '가구', '증가', '등', '배달', '음식', '새벽', '배송', '대한', '수요', '이로', '환경오염', '또한', '상황', '요', '플라스틱', '우리', '환경', '영향', '사실', '모두', '알', '플라스틱', '우리', '환경', '영향', '오염', '유발', '대해', '알', '못', '분', '더', '것', '지금', '플라스틱', '문제점', '무엇', '친환경', '패키지', '중요성', '대해', '요', '더', '내용', '그린', '패키지', '솔루션', '공식', '블로그', '친환경', '필', '환경', '환경', '용어', '플라스틱', '미세', '플라스틱', '제로', '웨', '이스트', '탄소', '중립', '플로', '깅', '녹색', '제품', '그린', '뉴딜', '그린', '패키지', '솔루션', '식스', '아웃', '환경', '보존', '환경오염', '플라스틱', '아웃', '노', '플라스틱', '분리', '배출', '비건', '채식', '주의', '환경오염', '그린', '서포터즈', '대학생', '서포터즈', '친환경', '필', '환경', '환경', '용어', '플라스틱', '미세', '플라스틱', '제로', '웨', '이스트', '탄소', '중립', '플로', '깅', '녹색', '제품', '그린', '뉴딜', '그린', '패키지', '솔루션', '식스', '아웃', '환경', '보존', '환경오염', '플라스틱', '아웃', '노', '플라스틱', '분리', '배출', '비건', '채식', '주의', '환경오염', '그린', '서포터즈', '대학생', '서포터즈']"
